SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,LEA_TYPE,LEA_TYPE_TEXT,OUT_OF_STATE_FLAG,CHARTER_LEA,CHARTER_LEA_TEXT,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,OPERATIONAL_SCHOOLS
2023-2024,50,VERMONT,VT,Harwood Unified Union Supervisory District,01,042,VT-SU042,5099942,340 Mad River Park Suite 7,,,Waitsfield,VT,05673,1450,340 Mad River Park Suite 7,,,Waitsfield,VT,05673,1450,(802)496-2272,http://www.wwsu.org/,1,Open,1,Open,04/15/2024,3,Supervisory union,No,NA,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,50,VERMONT,VT,Windham Central Supervisory Union,01,046,VT-SU046,5099946,1219 VT Route 30,,,Townshend,VT,05353,9701,1219 VT Route 30,,,Townshend,VT,05353,9701,(802)365-9510,http://www.windhamcentral.org/,1,Open,1,Open,04/15/2024,3,Supervisory union,No,NA,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,50,VERMONT,VT,Windham Northeast Supervisory Union,01,047,VT-SU047,5099947,8A Atkinson Street,,,Bellows Falls,VT,05101,1519,25 Cherry Street,,,Bellows Falls,VT,05101,1519,(802)463-1612,http://www.wnesu.org/Pages/index,1,Open,1,Open,04/15/2024,3,Supervisory union,No,NA,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,50,VERMONT,VT,Windham Southeast Supervisory Union,01,048,VT-SU048,5099948,53 Green Street,,,Brattleboro,VT,05301,3049,53 Green Street,,,Brattleboro,VT,05301,3049,(802)254-3731,http://www.wssu.k12.vt.us/,1,Open,1,Open,04/15/2024,3,Supervisory union,No,NA,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,50,VERMONT,VT,Windham Southwest Supervisory Union,01,049,VT-SU049,5099949,1 School Street,,,Wilmington,VT,05363,0490,1 School Street,,,Wilmington,VT,05363,0490,(802)464-1300,http://www.windhamsw.k12.vt.us/,1,Open,1,Open,04/15/2024,3,Supervisory union,No,NA,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,50,VERMONT,VT,Mountain Views Supervisory Union,01,051,VT-SU051,5099951,70 Amsden Way,,,Woodstock,VT,05091,9801,70 Amsden Way,,,Woodstock,VT,05091,9801,(802)457-1213,http://www.wcsu.net/,1,Open,1,Open,04/15/2024,3,Supervisory union,No,NA,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,50,VERMONT,VT,Windsor Southeast Supervisory Union,01,052,VT-SU052,5099952,105 Main Street Suite 200,,,Windsor,VT,05089,1416,105 Main Street Suite 200,,,Windsor,VT,05089,1416,(802)674-2144,http://www.wsesu.net/,1,Open,1,Open,04/15/2024,3,Supervisory union,No,NA,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,50,VERMONT,VT,Hartford Supervisory District,01,054,VT-SU054,5099954,P.O. Box 760,,,Wilder,VT,05088,1608,160 Norwich Avenue,,,Wilder,VT,05088,1608,(802)295-8628,http://www.hsdvt.com/,1,Open,1,Open,04/15/2024,3,Supervisory union,No,NA,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,50,VERMONT,VT,School Administrative Unit #70,01,055,VT-SU055,5099955,45 Lyme Road,,,Hanover,NH,03755,,45 Lyme Road,,,Hanover,NH,03755,,(603)643-6050,http://sau70.hanovernorwichschools.org//,1,Open,1,Open,04/15/2024,3,Supervisory union,Yes,NA,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,50,VERMONT,VT,Springfield Supervisory District,01,056,VT-SU056,5099956,365 Summer Street Suite 152,,,Springfield,VT,05156,3023,365 Summer Street Suite 152,,,Springfield,VT,05156,3023,(802)885-5242,http://www.ssdvt.org,1,Open,1,Open,04/15/2024,3,Supervisory union,No,NA,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,50,VERMONT,VT,Central Vermont Career Center,01,,VT-TE004,5099962,155 Ayers Street Suite #2,,,Barre,VT,05641,,155 Ayers Street Suite #2,,,Barre,VT,05641,,(802)476-6237,http://cvtcc.org/,1,Open,1,Open,04/15/2024,9,Specialized public school district,No,NA,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,50,VERMONT,VT,Lincoln Supervisory District,01,070,VT-SU070,5099963,795 East River Road,,,Lincoln,VT,05443,,795 East River Road,,,Lincoln,VT,05443,,(802)453-2119,http://lincolnsd.org/,3,New,3,New,04/15/2024,3,Supervisory union,No,NA,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,51,VIRGINIA,VA,Charlottesville-Albemarle Vocational-Technical Center,01,,VA-301,5100003,1000 E Rio Rd,,,Charlottesville,VA,22901,1803,1000 E Rio Rd,,,Charlottesville,VA,22901,1803,(434)973-4461,http://www.catec.org,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Jackson River Technical Center,01,,VA-302,5100004,105 E Country Club Lane,,,Covington,VA,24426,,105 E Country Club Lane,,,Covington,VA,24426,,(540)862-1308,http://www.jrtc.info,2,Closed,2,Closed,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,51,VIRGINIA,VA,Massanutten  Technical Center,01,,VA-304,5100006,325 Pleasant Valley Rd,,,Harrisonburg,VA,22801,9756,325 Pleasant Valley Rd,,,Harrisonburg,VA,22801,9756,(540)434-5961,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Valley Career and Technical Center,01,,VA-306,5100008,49 Hornet Road,,,Fishersville,VA,22939,,49 Hornet Road,,,Fishersville,VA,22939,,(540)245-5002,http://www.valleytech.us,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,New Horizons Career and Technical Center,01,,VA-307,5100009,520 Butler Farm Road,,,Hampton,VA,23666,,520 Butler Farm Road,,,Hampton,VA,23666,,(757)766-1100,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,3
2023-2024,51,VIRGINIA,VA,Rowanty Vocational-Technical Center,01,,VA-309,5100011,20000 Rowanty Rd,,,Carson,VA,23830,,20000 Rowanty Rd,,,Carson,VA,23830,,(434)246-5741,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Northern Neck Technical Center,01,,VA-310,5100012,13946 Historyland Hwy,,,Warsaw,VA,22572,,13946 Historyland Hwy,,,Warsaw,VA,22572,,(804)333-4940,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,2
2023-2024,51,VIRGINIA,VA,Amelia-Nottoway Vocational-Technical Center,01,,VA-311,5100013,148 Vo-Tech Road,,,Jetersville,VA,23083,,148 Vo-Tech Road,,,Jetersville,VA,23083,,(434)645-7854,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Cooperative Centers for Exceptional Children,01,,VA-280,5100014,200 Maroon Tide Drive,,,Galax,VA,24333,,200 Maroon Tide Drive,,,Galax,VA,24333,,(276)236-8811,http://virginia.exceptionalchildren.org/,2,Closed,2,Closed,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,51,VIRGINIA,VA,New Horizons Regional Education Center - Special Education,01,,VA-285,5100017,520 Butler Farm Rd.,,,Hampton,VA,23666,,520 Butler Farm Rd.,,,Hampton,VA,23666,,(757)766-0000,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,2
2023-2024,51,VIRGINIA,VA,Piedmont Regional Education Program,01,,VA-286,5100018,227 Lambs Lane,,,Charlottesville,VA,22901,,227 Lambs Lane,,,Charlottesville,VA,22901,,(434)975-9400,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Laurel Regional Special Education Center,01,,VA-282,5100024,401 Monticello Avenue,,,Lynchburg,VA,24501,,401 Monticello Avenue,,,Lynchburg,VA,24501,,(434)522-3716,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Northwestern Regional Education Program,01,,VA-284,5100025,1481 Senseny Road,,,Winchester,VA,22602,,1481 Senseny Road,,,Winchester,VA,22602,,(540)665-0103,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Northern Virginia Regional Special Education Pgm,01,,VA-290,5100026,PO Box 389,,,Manassas,VA,22108,,14715 Bristow Rd,,,Manassas,VA,20112,,(703)791-7295,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Shenandoah Valley Governor's School,01,,VA-265,5100028,49 Hornet Dr,Valley Voc Tech Ctr Bldg,,Fishersville,VA,22939,,49 Hornet Dr,Valley Voc Tech Ctr Bldg,,Fishersville,VA,22939,,(540)245-5088,http://www.svgs.k12.va.us,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Governor's School of Southside Virginia,01,,VA-266,5100029,200 Daniel Rd,Southside Va Community College,,Keysville,VA,23947,,200 Daniel Rd,Southside Va Community College,,Keysville,VA,23947,,(434)736-2086,http://gssvsouthside.org,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Appomattox Regional Governor's School,01,,VA-267,5100032,512 W. Washington Street,,,Petersburg,VA,23803,,512 W. Washington Street,,,Petersburg,VA,23803,,(804)722-0200,http://www.args.k12.va.us,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,A. Linwood Holton Governor's School,01,,VA-268,5100033,PO Box 1987,,,Abingdon,VA,24212,,One Partnership Circle,One Pa,,Abingdon,VA,24210,,(276)469-4026,http://www.hgs.k12.va.us/,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Chesapeake Bay Governor's School,01,,VA-269,5100034,P. O. Box 1410,,,Tappahannock,VA,22560,,202 South Church Lane,,,Tappahannock,VA,22560,,(804)443-0267,http://www.cbgs.k12.va.us/,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Commonwealth Governor's School,01,,VA-270,5100035,12301 Spotswood Furnace Rd.,,,Fredericksburg,VA,22407,,12301 Spotswood Furnace Rd.,,,Fredericksburg,VA,22407,,(540)548-1278,http://cgsva.org,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Kings Daughters,01,,VA-564,5100038,601 Childrens Ln.,ROB3,,Norfolk,VA,23507,,601 Childrens Ln.,ROB3,,Norfolk,VA,23507,,(757)668-7061,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,Medical College of Virginia,01,,VA-873,5100040,PO Box 980484,,,Richmond,VA,23298,0484,600 East Broad Street,Suite 620,,Richmond,VA,23298,0484,(804)786-0426,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,University of Virginia,01,,VA-879,5100041,UVA Health System,Box 800 399,,Charlottesville,VA,22908,0399,Kluge Children's Rehab Center,2270 Ivy Rd.,,Charlottesville,VA,22903,,(804)924-2658,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,Department of Education State-Operated Educ Prgms,01,,VA-901,5100042,PO Box 2120,,,Richmond,VA,23218,2120,James Monroe Bldg.,101 N. 14th St.,,Richmond,VA,23219,,(804)786-1812,http://www.doe.virginia.gov/programs-services/student-services/state-operated-programs,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,23
2023-2024,51,VIRGINIA,VA,Central State Hospital,01,,VA-920,5100045,PO Box 4030,,,Petersburg,VA,23803,,West Washington St. Extended,Bldg. 114,,Petersburg,VA,23803,,(804)524-7100,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,Eastern St Hosp,01,,VA-921,5100046,PO Box 8791,,,Williamsburg,VA,23187,,4601 Ironbound Rd B11,,,Williamsburg,VA,23187,,(757)253-4250,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,Southwest Virginia Mental Health Institute,01,,VA-922,5100047,340 Bagley Circle,,,Marion,VA,24354,,340 Bagley Circle,,,Marion,VA,24354,,(276)783-1222,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported,1
2023-2024,51,VIRGINIA,VA,Western State Hospital,01,,VA-924,5100048,PO Box 2500,,,Staunton,VA,24402,2500,1301 Richmond Ave,,,Staunton,VA,24401,1405,(540)332-8355,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,Central Virginia Training Center,01,,VA-941,5100050,PO Box 1098,,,Lynchburg,VA,24505,1098,East Route 210,,,Madison Heights,VA,24572,,(804)947-6250,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,Northern Virginia Training Center,01,,VA-942,5100051,9901 Braddock Rd.,,,Fairfax,VA,22032,1941,9901 Braddock Rd.,,,Fairfax,VA,22032,1941,(703)323-4021,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,Southside Virginia Training Center,01,,VA-943,5100052,PO Box 4030,,,Petersburg,VA,23803,,Bldg. 120,Warehouse West Washington St.,,Petersburg,VA,23803,,(804)524-7340,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,Va Dept Of Military Affairs,01,,VA-944,5100053,253 C Street,SMR,,Virginia Beach,VA,23451,,253 C Street,SMR,,Virginia Beach,VA,23451,,(434)298-6420,,2,Closed,2,Closed,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,51,VIRGINIA,VA,Wilson Workforce and Rehabilitation Center,01,,VA-947,5100054,P O Box 1500,,,Fishersville,VA,22939,,Box W-81,,,Fishersville,VA,22939,,(540)332-7230,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,MCV-Virginia Treatment Center For Children,01,,VA-948,5100055,PO Box 980489,,,Richmond,VA,23298,0489,515  N. 10th St.,,,Richmond,VA,23219,,(804)786-2676,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,Southeastern Virginia Training Center,01,,VA-950,5100056,2100 Steppingstone Square,,,Chesapeake,VA,23320,2591,2100 Steppingstone Square,,,Chesapeake,VA,23320,2591,(804)424-8270,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,Virginia School for the Deaf and Blind-Staunton,01,,VA-218,5100058,PO Box 2069,,,Staunton,VA,24402,,104 VSDB Drive,,,Staunton,VA,24401,,(540)332-9000,http://www.vsdb.k12.va.us/,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,51,VIRGINIA,VA,Accomack County Public Schools,01,,VA-001,5100060,PO Box 330,,,Accomac,VA,23301,,23296 Courthouse Ave,,,Accomac,VA,23301,,(757)787-5754,http://www.accomack.k12.va.us/,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,13
2023-2024,51,VIRGINIA,VA,Maggie L. Walker Governor's School,01,,VA-271,5100061,1000 N. Lombardy St.,,,Richmond,VA,23220,,1000 N. Lombardy St.,,,Richmond,VA,23220,,(804)354-6800,http://www.mlwgs.com/,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Blue Ridge Governor's School,01,,VA-273,5100062,Fluvanna County Public Schools,14455 James Madison Highway,,Palmyra,VA,22963,,Fluvanna County Public Schools,14455 James Madison Highway,,Palmyra,VA,22963,,(434)589-8208,http://www.brvgs.k12.va.us/,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Jackson River Governor's School,01,,VA-274,5100063,Mountain Gateway Community College,1000 College Drive,,Clifton Forge,VA,24422,,Mountain Gateway Community College,1000 College Drive,,Clifton Forge,VA,24422,,(540)863-2872,http://jrgs.mgcc.edu/,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Department of Juvenile Justice,01,,VA-917,5100070,600 East Main Street,20th Floor,,Richmond,VA,23219,,600 East Main Street,20th Floor,,Richmond,VA,23219,,(804)371-0700,http://www.djj.virginia.gov,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported,1
2023-2024,51,VIRGINIA,VA,Commonwealth Center for Children & Adolescents,01,,VA-959,5100071,PO Box 4000,,,Staunton,VA,24402,,1355 Richmond Rd.,,,Staunton,VA,24401,,(540)332-2126,,1,Open,1,Open,07/30/2024,5,State operated agency,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,51,VIRGINIA,VA,Fort Hill Community School,01,,VA-401,5100072,1350 Liggates Rd,,,Lynchburg,VA,24502,,1350 Liggates Rd,,,Lynchburg,VA,24502,,(434)515-5150,http://www.lcsedu.net/schools/fhcs,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Enterprise Academy/Newport News City,01,,VA-402,5100073,813 Diligence Dr Ste 110,,,Newport News,VA,23606,,813 Diligence Dr Ste 110,,,Newport News,VA,23606,,(757)591-4971,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Tidewater Regional Alternative Ed Project,01,,VA-403,5100074,SECEP-Smithfield Bldg.,6160 Kempsville Circle  Suite 100-B,,Norfolk,VA,23502,,SECEP-Smithfield Bldg.,6160 Kempsville Circle  Suite 100-B,,Norfolk,VA,23502,,(757)892-6100,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Reg Alternative Plus Self Project/Roanoke City,01,,VA-404,5100075,40 Douglass Avenue,,,Roanoke,VA,24031,,40 Douglass Avenue,,,Roanoke,VA,24031,,(540)853-1391,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Transition Support Resource Ctr/Fairfax,01,,VA-405,5100076,C/O Fairfax Co Public Schls,8270 Willow Oaks Corporate DR,,Fairfax,VA,22031,,C/O Fairfax Co Public Schls,8270 Willow Oaks Corporate DR,,Fairfax,VA,22031,,(571)423-4360,http://www.fcps.edu,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
2023-2024,51,VIRGINIA,VA,Project Return/Fluvanna Co,01,,VA-406,5100077,14455 James Madison Hwy.,,,Palmyra,VA,22963,,14455 James Madison Hwy.,,,Palmyra,VA,22963,,(434)589-8208,,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,1
