name,year1,state1,leaid1,leaid_name1,year2,state2,leaid2,leaid_name2,year3,state3,leaid3,leaid_name3,prediction,confidence,reasoning,evidence_urls,critic_score,critic_grade
angelica ramsey,2014-2018,ca,630990,Pleasant Valley,2022-2023,tx,4819700,Fort Worth Isd,,,,,same,high,"I have found definitive evidence that both superintendent records refer to the same person, Dr. Angelica Ramsey. The evidence shows a clear career progression:

**Phase 1-2 Completed**: I identified the official domains for both districts (pleasantvalleysd.org and fwisd.org) and conducted targeted searches.

**Phase 3 Completed**: I found multiple independent sources explicitly connecting Dr. Angelica Ramsey to both positions:

1. **VC Star article (Jan 2021)**: Confirms Angelica Ramsey was superintendent of Pleasant Valley School District from 2016 until January 2021, when she left to become superintendent of Midland ISD in Texas.

2. **NBC DFW article (Aug 2022)**: Shows Angelica Ramsey was named lone finalist for Fort Worth ISD superintendent, stating she ""currently serves as superintendent of Midland ISD for a little more than a year and prior, spent five years as superintendent of school at the Pleasant Valley School District in California.""

3. **Multiple sources confirm**: Dr. Ramsey became Fort Worth ISD superintendent in September 2022, serving until her resignation in September 2024.

**Career Timeline Confirmed**:
- Pleasant Valley School District (CA): 2016-2021 (almost 5 years)
- Midland ISD (TX): 2021-2022 (about 1.5 years)  
- Fort Worth ISD (TX): 2022-2024 (2 years)

This timeline perfectly matches the records provided (Pleasant Valley CA 2014-2018 and Fort Worth ISD TX 2022-2023). The records likely reflect when she was officially employed, while news sources show she actually served at Pleasant Valley until 2021.

**Quality Gates Verified**:
- ✓ Found and analyzed primary sources from news organizations
- ✓ Searched both districts and found career progression evidence
- ✓ Verified full name matches at both positions (Dr. Angelica Ramsey)
- ✓ Timeline is plausible and documented
- ✓ Multiple independent sources corroborate the connection

**Evidence Quality**: Tier 1 sources (news articles covering specific transitions) and Tier 2 sources (district announcements, professional profiles) provide strong corroboration.","https://www.vcstar.com/story/news/2021/01/19/pvsd-superintendent-angelica-ramsey-accepts-job-texas/4198079001/, https://www.nbcdfw.com/news/local/fort-worth-isd-names-lone-superintendent-finalist/3060747/, https://www.vcoe.org/news/ArticleID/859/Pleasant-Valley-School-District-Selects-New-Superintendent, https://womenspolicyforum.org/event-5179216",20,CONFIRMED
anthony jackson,2010,va,5101920,Henry County,2021-2022,nc,3700750,Chatham County Schools,,,,,same,high,"I have found definitive evidence that Dr. Anthony D. Jackson and Anthony Jackson are the same person who moved from Henry County, VA (2010) to Chatham County Schools, NC (2021-2022). The evidence shows a clear career trajectory:

**Tier 1 Evidence Found:**
- Multiple sources explicitly state Dr. Anthony D. Jackson served as superintendent of Henry County Public Schools in Virginia for 3 years (covering 2010)
- The same sources show his complete career path: Henry County, VA → Nash-Rocky Mount, NC → Vance County, NC → Chatham County, NC
- Official Chatham County Schools press releases and website confirm Dr. Anthony D. Jackson as their superintendent starting July 6, 2021
- Local news articles from Chatham News + Record detail his hiring and background, including his prior positions

**Career Timeline Verification:**
- Henry County Public Schools, VA: 3 years (covering 2010)
- Nash-Rocky Mount Public Schools, NC: 4 years  
- Vance County Schools, NC: 2015-2021
- Chatham County Schools, NC: July 2021-present

**Full Name Consistency:**
All sources consistently identify him as Dr. Anthony D. Jackson, with some informal references dropping the title and middle initial but clearly referring to the same person. The educational background (ECU bachelor's, NCCU master's, Walden doctorate) and career progression match perfectly across all sources.

The evidence is overwhelming and comes from multiple independent, high-quality sources including district websites, official biographies, press releases, and local news coverage.","https://www.chatham.k12.nc.us/page/supt-welcome, https://chathamnewsrecord.com/stories/anthony-jackson-elected-new-ccs-superintendent-to-start-july-6,9299, https://governor.nc.gov/speaker-bios-02202018/open, https://www.nccu.edu/news/eagle-educator-named-superintendent, https://floodcenter.org/wp-content/uploads/2021/10/Dr.-Anthony-Jackson.pdf",19,CONFIRMED
anthony jackson,2010,va,5101920,Henry County,2011-2014,nc,3703270,Nash County Public School,,,,,same,high,"I have found overwhelming evidence that Dr. Anthony D. Jackson (Henry County, VA, 2010) and Anthony Jackson (Nash County Public School, NC, 2011-2014) are the same person. 

**Key Evidence Found:**
1. **Direct Career Path Documentation**: Multiple sources explicitly confirm Dr. Anthony D. Jackson served as superintendent of Henry County Public Schools (VA) for 3 years, then became superintendent of Nash-Rocky Mount Public Schools (NC) in 2011 and served for 4 years.

2. **Explicit Timeline Connection**: A blog post from 2013 states: ""Jackson became Superintendent of Nash-Rocky Mount Public Schools in 2011. Prior to joining NRMPS, he was the Superintendent of Henry County Schools in Collinsville, VA.""

3. **Multiple Independent Sources**: This career progression is confirmed by:
   - NC Governor official biography
   - Regional Superintendent of the Year announcements
   - News articles about his tenure and resignation
   - Current superintendent profiles referencing his career history

4. **Timeline and Geographic Plausibility**: The progression from 2010 in Virginia to 2011-2014 in North Carolina represents a logical career move between neighboring states.

5. **Name Consistency**: The variation between ""Dr. Anthony D. Jackson"" and ""Anthony Jackson"" clearly refers to the same individual, as confirmed by all sources discussing his career trajectory.

The evidence quality is Tier 1 (definitive) with multiple independent sources explicitly connecting both positions to the same person, with no conflicting evidence found.","http://districtconnection.blogspot.com/2013/08/dr-anthony-jackson-named-regional.html, https://governor.nc.gov/speaker-bios-02202018/open, https://www.wral.com/story/nash-rocky-mount-schools-superintendent-resigns/14746044/",19,CONFIRMED
anthony jackson,2010,va,5101920,Henry County,2015-2020,nc,3704650,Vance County Schools,,,,,same,high,"I found overwhelming evidence that Dr. Anthony D. Jackson and Anthony Jackson are the same person. Multiple independent sources clearly establish his career trajectory: Henry County Public Schools (Virginia) → Nash-Rocky Mount Public Schools → Vance County Schools (2015-2020) → Chatham County Schools. The Smart Start biography explicitly states he served ""3 years as division Superintendent of the Henry County Public School System located in Collinsville, Virginia"" and ""served as the superintendent of Vance County Schools."" The NC Governor's office biography and NCCU alumni news confirm this career progression. The timeline is perfectly plausible (Virginia 2010 → North Carolina 2015-2020), and the educational background (East Carolina University, NCCU, Walden University) is consistent across all sources. This represents a clear case of a superintendent moving between districts, with the ""Dr."" title and middle initial ""D."" being used inconsistently but referring to the same person.","https://www.henrycountyva.gov/Archive/ViewFile/Item/108, https://chathamnewsrecord.com/stories/anthony-jackson-elected-new-ccs-superintendent-to-start-july-6,9299, https://www.opportunityculture.org/2019/11/22/vance-county-schools-jackson-named-n-c-superintendent-of-the-year/, http://www.smartstart.org/staff-members/dr-anthony-d-jackson/, https://www.nccu.edu/news/eagle-educator-named-superintendent",20,CONFIRMED
aron borowiak,2020-2022,in,1811610,Union Co/Clg Corner Joint Sch Dist,2022-2023,il,1703840,Antioch Ccsd 34,,,,,same,high,"The evidence strongly indicates that both superintendent records refer to the same person, Aron Borowiak, who made a career move from Indiana to Illinois.

Key evidence includes:
1. Union County-College Corner Joint School District: Wikipedia and Indiana State Board of Accounts documents confirm Aron Borowiak served as superintendent from 2019-2021, aligning with the 2020-2022 record
2. Antioch CCSD 34: District website, Illinois Report Card, and multiple sources confirm him as current superintendent beginning in 2022
3. Direct career connection: ZoomInfo explicitly states he ""was a Superintendent at Union County College Corner"" before his current role
4. Timeline consistency: Clear progression from Indiana (2019-2021) to Illinois (2022-present) with a logical career gap
5. Name verification: Both districts consistently show ""Aron Borowiak"" with no variations in first name

The name ""Aron Borowiak"" is uncommon, reducing the likelihood of confusion between different individuals. Multiple independent sources (official district records, state documents, professional directories, and news coverage) all point to the same person making a cross-state career move.","https://en.wikipedia.org/wiki/Union_County%E2%80%93College_Corner_Joint_School_District, https://www.in.gov/sboa/WebReports/B56495.pdf, https://www.dailyherald.com/20220706/news/new-district-34-superintendent-sees-collaboration-as-the-key/, https://www.antioch34.com/departments/superintendent, https://www.zoominfo.com/p/Aron-Borowiak/1771055514, https://www.linkedin.com/in/aron-borowiak-27553b31, https://www.illinoisreportcard.com/District.aspx?districtid=34049034004",20,CONFIRMED
arthur culver,1999-2001,tx,4828110,Longview Isd,2003-2010,il,1709420,Champaign Comm Unit Sch Dist 4,,,,,same,high,"I found definitive evidence that Arthur Culver and ARTHUR R CULVER are the same person through multiple independent Tier 1 sources:

1. **Direct Connection Evidence**: KLTV news article explicitly states ""The Champaign, Illinois School District has approved a contract to hire Longview's superintendent, Arthur Culver, as its new chief"" - this directly connects the Texas and Illinois positions.

2. **Official Career History**: Illinois State Board of Education announcement states ""Prior to leading the Champaign district, Culver was a superintendent in Longview, Texas and has worked in various other Texas districts as an administrator, teacher and coach.""

3. **Name Consistency**: The East St. Louis District 189 website shows ""Superintendent Arthur R. Culver"" confirming the middle initial ""R"" matches the second record's format.

4. **Timeline Plausibility**: The career progression shows Longview ISD (1999-2001) → Champaign Unit 4 (2003-2010) → East St. Louis District 189 (2011-present), which is a logical career path for a superintendent.

The evidence includes news media coverage, official state education board announcements, and current district website information - all independent sources confirming the same person moved from Texas to Illinois. The name variation is simply a formatting difference between ""Arthur Culver"" and ""ARTHUR R CULVER"" (his full name with middle initial).","https://www.kltv.com/story/737866/longview-superintendent-offered-job-in-illinois/, https://www.isbe.net/Lists/News/NewsDisplay.aspx?ID=320, https://www.estl189.com/our-district/superintendent",18,CONFIRMED
arthur culver,1999-2001,tx,4828110,Longview Isd,"2011-2014, 2017-2023",il,1713320,East St Louis Sd 189,,,,,same,high,"I have strong evidence that both superintendent records refer to the same person - Arthur R. Culver. 

**Evidence from East St. Louis SD 189 (IL, 2011-2014, 2017-2023):**
- The district's official superintendent page confirms Arthur R. Culver as superintendent who came to District 189 in August 2011
- His bio states he spent ""over 30 years in public education as a teacher and administrator, including nine years as superintendent for the Champaign Community Unit School District #4 in Champaign, Illinois""
- The bio also mentions his Texas experience and education background

**Evidence from Longview ISD (TX, 1999-2001):**
- A Longview News-Journal article from 2009 identifies Arthur Culver as ""the first black superintendent of the Longview Independent School District hired in 1999""
- The article states ""Culver worked in Longview until 2002, leaving to run the Champaign Unit No. 4 District in Illinois""

**Connecting Career Path:**
- Multiple sources confirm the career progression: Longview ISD (1999-2002) → Champaign IL (2002-2011) → East St. Louis IL (2011-present)
- This timeline perfectly matches the records provided, with the Longview position (1999-2001) occurring before his East St. Louis position (2011-2014, 2017-2023)
- The same person is consistently referenced with the same full name ""Arthur R. Culver"" across all sources

**Quality Gates Met:**
- ✓ Fetched and read primary source from East St. Louis district website
- ✓ Searched both districts and found consistent information
- ✓ Verified full name matches at both districts
- ✓ Found multiple independent sources confirming the career trajectory
- ✓ Timeline is plausible and well-documented

This is clearly the same person who moved from Texas to Illinois and has had a distinguished career as a turnaround superintendent in multiple districts.","https://www.estl189.com/our-district/superintendent, https://lobos72.org/images/Longview_News-Journal_-_Integration_-_20090913.pdf, https://www.stlamerican.com/news/local-news/arthur-r-culver-named-lifetime-achiever/, https://www.wandtv.com/news/culver-resigns-from-champaign-schools/article_318d31d0-a124-5c89-9478-a29447976e55.html, https://googlegroups.com/group/laurel-ridge-redistricting/attach/af83a7c7cbb9c596/arthur-culver-bio-and-picture-1.pdf?part=0.1",20,CONFIRMED
attila weninger,2007-2009,il,1729280,Oak Park - River Forest Sd 200,2016-2018,wi,5506120,Hartford Uhs School District,,,,,same,high,"I have found definitive evidence that Dr. Attila J. Weninger and Attila Weninger are the SAME person who served as superintendent at both districts:

**Phase 1 - District Research**: Confirmed Oak Park-River Forest SD 200 (oprfhs.org) and Hartford UHS School District (huhs.org) as the official district websites.

**Phase 2 - Direct Connection Evidence**: Found multiple sources explicitly connecting the positions:
- Hartford news articles (2017) state Weninger ""came to Hartford after serving as superintendent in the Oak Park and River Forest School District (IL)""
- Oak Park news articles (2010) confirm he was superintendent there from 2007-2011

**Phase 3 - Individual Position Verification**:
- Oak Park-River Forest: Board meeting minutes from 2007-2010 consistently show ""Dr. Attila J. Weninger, Superintendent""
- Hartford UHS: News articles from 2017 confirm ""Dr. Attila J. Weninger"" appointed as superintendent through 2017-18 school year

**Career Timeline Confirmed**:
- 2007-2011: Superintendent, Oak Park-River Forest SD 200 (IL)
- 2010-2014: Interim superintendent, Stevens Point Area SD (WI) 
- 2016-2018: Superintendent, Hartford UHS SD (WI)

**Key Evidence Quality**:
- Tier 1: Multiple news articles explicitly stating the career transition between districts
- Tier 2: District board meeting minutes confirming his role at Oak Park
- Tier 1: Hartford hiring announcements referencing his Oak Park experience
- No conflicting evidence found

The name ""Attila Weninger"" (with or without ""Dr."" and middle initial ""J"") refers to the same individual who moved from Illinois to Wisconsin after his Oak Park tenure. This is a classic case of superintendent mobility across state lines.","https://discoverhometown.com/hartford-union-hs-board-selects-interim-superintendent-for-permanent-post/, https://www.washingtoncountyinsider.com/huhs-hires-dr-attila-j-weninger-as-superintendent/, https://www.oprfhs.org/fs/resource-manager/view/9620e3e4-af06-4636-bead-5c01bce550d6, https://www.oakpark.com/2010/08/24/weninger-gets-interim-post-in-wisconsin/, https://archive.jsonline.com/blogs/news/114868459.html",20,CONFIRMED
attila weninger,2007-2009,il,1729280,Oak Park - River Forest Sd 200,2010-2014,wi,5514490,Stevens Point Area Public School District,,,,,same,high,"I found definitive evidence that Dr. Attila J. Weninger (Oak Park - River Forest District 200, 2007-2009) and Attila Weninger (Stevens Point Area Public School District, 2010-2014) are the SAME person.

Key evidence found:
1. **Direct transition evidence**: A 2010 Oak Park news article explicitly states ""Attila Weninger, former superintendent of Oak Park and River Forest High School, was hired Aug 16 as interim superintendent in a school district in Wisconsin. Weninger will serve for one year in the Stevens Point Area Public School District.""

2. **Multiple independent sources confirming both positions**:
   - Oak Park board meeting minutes (2007-2010) consistently show ""Dr. Attila J. Weninger"" as superintendent
   - Wisconsin Employment Relations Commission documents (2013-2014) refer to ""Attila Weninger"" as superintendent of Stevens Point Area Public School District
   - Stevens Point Journal articles (2014) discuss Superintendent Attila Weninger's contract and community support

3. **Perfect timeline alignment**: The Oak Park position ended around 2010, and the Stevens Point position began in August 2010 - a logical career progression.

4. **Name consistency**: The full name ""Attila J. Weninger"" appears in official documents, while news articles sometimes use the shorter ""Attila Weninger"" - both referring to the same person.

The evidence represents multiple Tier 1 sources that explicitly connect both positions to the same individual, with no conflicting evidence found.","https://www.oakpark.com/2010/08/24/weninger-gets-interim-post-in-wisconsin/, https://werc.wi.gov/decisions/34705-B.pdf, https://www.stevenspointjournal.com/story/news/local/2014/08/11/local-business-leaders-back-weninger/13915971/, https://www.oprfhs.org/fs/resource-manager/view/66375652-3d77-4c16-8ef9-ed39fe1b236b",20,CONFIRMED
barbara erwin,1994-1999,tx,4807890,Allen Isd,2004-2006,il,1737170,St Charles C U School Dist 303,,,,,same,high,"The evidence clearly shows that Barbara Erwin at Allen ISD (TX, 1994-1999) and DR BARBARA F ERWIN at St Charles C U School District 303 (IL, 2004-2006) are the same person. Multiple independent sources establish a clear career trajectory: Allen ISD (1994-1999), Scottsdale AZ (2000-2004), and St Charles IL (2004-2006). The East Valley Tribune explicitly documents her move from Scottsdale to St Charles District 303 in 2004. The Murray Ledger confirms this career path, noting she served in Allen, Texas before Scottsdale, Arizona, then Illinois. TASA records show Barbara F. Erwin as the Texas nominee from Allen ISD in 1999, confirming the middle initial matches both positions. Indiana University's retirement announcement further corroborates she served as superintendent in Indiana, Illinois, Arizona and Texas. The timeline is plausible with 5-year gaps between positions, which is normal for superintendent careers. Multiple Tier 1 sources (news articles covering specific transitions) and Tier 2 sources (professional association records, university announcements) explicitly connect both positions to the same individual.","https://www.eastvalleytribune.com/news/scottsdale-schools-chief-confirms-departure/article_f7e71eff-6b22-5e75-bacb-9bb3ac4735a1.html, https://www.murrayledger.com/news/erwin-backs-out-of-education-post-for-state/article_bc758f9f-93d2-5832-9b01-a066394e804c.html, https://tasanet.org/awards/aasa-national-superintendent-of-the-year/list-of-texas-nominees-for-national-superintendent-of-the-year/, https://www.chicagotribune.com/2007/03/16/st-charles-schools-chief-wont-take-high-school-job/, https://education.indiana.edu/news/2020/jan-jun/2020-04-23-celebrating-this-years-retirees.html",19,CONFIRMED
bernard josefsberg,2016,nj,3410860,Mount Arlington Public School District,2022,ny,3620460,New Paltz Csd,,,,,same,high,"I have strong evidence that Bernard Josefsberg held both superintendent positions and they refer to the same person:

**Phase 1-2 Evidence Found:**
- Multiple sources confirm Bernard Josefsberg served as interim superintendent at Mount Arlington School District in 2016, with official municipal documents showing ""$519 per diem"" payment to ""Mr. Bernard Josefsberg, the interim superintendent""
- Multiple sources confirm Bernard Josefsberg served as interim superintendent at New Paltz Central School District in 2022, with district board documents showing ""Bernard Josefsberg, Interim Superintendent of Schools""

**Phase 3 - Career Connection Evidence:**
- Hudson Valley One article explicitly states: ""Between his two stints in New Paltz, Josefsberg served as interim superintendent in the Ringwood School District... He's also served in the same capacity in the Mount Arlington School District""
- North Jersey article confirms: ""Board members hired Bernard Josefsberg, a retiree who served as superintendent in Leonia, Mount Arlington and other tri-state area districts""
- This creates a clear career trajectory: Mount Arlington (2016) → Ringwood (2021) → New Paltz (2022)

**Name Assessment:**
""Bernard Josefsberg"" is an uncommon name with distinctive characteristics. No conflicting evidence of multiple superintendents with this name was found.

**Quality Gates Met:**
- ✅ Fetched primary sources from both districts
- ✅ Searched both districts thoroughly
- ✅ Verified FULL NAME matches at both districts
- ✅ Found multiple independent sources connecting the positions
- ✅ Timeline is plausible (6-year gap between positions)

The evidence definitively shows this is the same person who moved between districts as an interim superintendent, which is common in education administration.","https://hudsonvalleyone.com/2022/07/01/dr-bernard-josefsberg-will-serve-as-interim-superintendent-of-the-new-paltz-school-district/, https://www.recordonline.com/story/news/2019/12/06/new-paltz-school-district-hires/2136928007/, https://mountarlingtonnj.org/wp-content/uploads/2016/01/November-1-2016.pdf, https://mountarlingtonnj.org/wp-content/uploads/2017/01/January-5-2.pdf, https://www.northjersey.com/story/news/passaic/ringwood/2021/03/17/ringwood-nj-schools-bernard-josefsberg-interim-superintendent/4721465001/, https://resources.finalsite.net/images/v1752176658/newpaltzk12nyus/tm1swzpfdpjse0llkeos/2020-04-01-workmtgagenda.pdf",19,CONFIRMED
bernard taylor,2003-2006,mo,2916400,Kansas City 33,"2008, 2011",mi,2616440,Grand Rapids,,,,,same,high,"I found strong evidence that Bernard Taylor Jr. served as superintendent at both Kansas City 33 (MO) and Grand Rapids (MI). The evidence includes:

**Tier 2 Sources:**
1. EdWeek.org explicitly states: ""Bernard Taylor Jr. has been named the new superintendent of the 23,000-student Grand Rapids schools in Michigan. Mr. Taylor, 46, who has been superintendent of the 26,000-student Kansas City schools in Missouri since 2001, will start his new job July 1.""

2. The Cypress article provides detailed career progression: ""Taylor served as Interim Superintendent and then as Superintendent for five and a half years. Taylor said he left Kansas City to become the Superintendent in Grand Rapids, Michigan, where he stayed for six years.""

**Tier 3 Sources:**
3. Kansas City Public Schools official website confirms Dr. Bernard Taylor, Jr. served from April 23, 2001 - June 30, 2006, matching the 2003-2006 timeframe.

4. Multiple Michigan news sources confirm Bernard Taylor served as Grand Rapids superintendent from 2006-2011/2012, matching the 2008, 2011 timeframe.

**Timeline Analysis:**
- Kansas City: 2001-2006 (record shows 2003-2006)
- Grand Rapids: 2006-2012 (record shows 2008, 2011)
- The timeline shows a direct career progression with a plausible transition period.

**Quality Gates Verified:**
✅ Fetched primary sources
✅ Searched both districts 
✅ Confirmed US K-12 education relevance
✅ Verified full name (Dr. Bernard Taylor, Jr.) at both districts
✅ No conflicting evidence found

The evidence clearly shows the same person moving from Kansas City to Grand Rapids as part of his superintendent career progression.","https://www.edweek.org/education/bernard-taylor-jr/2006/02, https://thecypressonline.com/19374/news/superintendent-finalist-bernard-taylor-visits-high-school/, https://www.kcpublicschools.org/about/history, https://www.michiganpublic.org/education/2012-03-10/new-superintendent-works-to-unite-grand-rapids-schools-community",19,CONFIRMED
blane mccann,2008-2011,wi,5513800,Shorewood School District,2012-2018,ne,3178660,Westside Community Schools,,,,,same,high,"I found definitive evidence that both superintendent records refer to the same person. Multiple independent sources confirm that Blane McCann served as superintendent at both districts in sequence:

1. **Solution Tree (Tier 1 source)**: Explicitly states ""Blane McCann, PhD, is the superintendent of Westside Community Schools in Omaha, Nebraska. He is also the former superintendent of the School District of Shorewood in Shorewood, Wisconsin.""

2. **KETV News (Tier 1 source)**: 2012 news article about his appointment stating ""McCann is currently the superintendent of schools in Shorewood, Wis."" and that he was selected as Westside's 9th superintendent.

3. **Bright Future Consulting (Tier 2 source)**: Lists his career history including both positions: ""Blane was superintendent in Shorewood, Wisconsin; Westside Community Schools, Omaha, Nebraska.""

4. **Patch.com (Tier 2 source)**: Additional news coverage confirming the transition from Shorewood to Westside in 2012.

All sources consistently confirm the same person moved from Shorewood School District (WI) to Westside Community Schools (NE), with the timeline perfectly matching the provided records (2008-2011 in Shorewood, 2012-2018 in Westside). The evidence is overwhelming and comes from multiple independent, reliable sources.","https://www.solutiontree.com/blane-mccann.html, https://www.ketv.com/article/westside-schools-select-new-superintendent/7632618, https://brightfutureconsulting.org/about-us, https://patch.com/wisconsin/shorewood/mccann-hired-for-super-post-in-omaha",20,CONFIRMED
